2026-05-02,00:02:54,Binance,AVAXUSDT,,,9.09,,,,BLOCKED,BLOCKED,TRENDING,0.757,"Signal: HOLD | No signal"
2026-05-02,00:17:50,Binance,BTCUSDT,,,78166.49,,,,BLOCKED,BLOCKED,RANGING,0.738,"Signal: HOLD | No signal"
2026-05-02,00:17:52,Binance,DOGEUSDT,SELL,90.909091,0.11,10.00,0.0100,9.99,PAPER-1777681072143,PAPER,TRENDING,0.507,"All conditions met"
2026-05-02,00:17:54,Binance,AVAXUSDT,,,9.08,,,,BLOCKED,BLOCKED,TRENDING,0.539,"Signal: HOLD | No signal"
2026-05-02,00:32:50,Binance,BTCUSDT,,,78338.42,,,,BLOCKED,BLOCKED,RANGING,0.699,"Signal: HOLD | No signal"
2026-05-02,00:32:52,Binance,DOGEUSDT,SELL,90.909091,0.11,10.00,0.0100,9.99,PAPER-1777681972323,PAPER,TRENDING,0.522,"All conditions met"
2026-05-02,00:32:54,Binance,AVAXUSDT,SELL,1.100110,9.09,10.00,0.0100,9.99,PAPER-1777681974306,PAPER,TRENDING,0.52,"All conditions met"
2026-05-02,00:47:49,Binance,BTCUSDT,,,78316.05,,,,BLOCKED,BLOCKED,RANGING,0.719,"Signal: HOLD | No signal"
2026-05-02,00:47:51,Binance,DOGEUSDT,,,0.11,,,,BLOCKED,BLOCKED,RANGING,0.641,"Signal: HOLD | No signal"
2026-05-02,00:47:53,Binance,AVAXUSDT,SELL,1.098901,9.10,10.00,0.0100,9.99,PAPER-1777682873098,PAPER,TRENDING,0.558,"All conditions met"
2026-05-02,01:02:48,Binance,BTCUSDT,,,78313.74,,,,BLOCKED,BLOCKED,RANGING,0.851,"Signal: HOLD | No signal"
2026-05-02,01:02:50,Binance,DOGEUSDT,,,0.11,,,,BLOCKED,BLOCKED,RANGING,0.487,"Signal: HOLD | No signal"
2026-05-02,01:02:52,Binance,AVAXUSDT,SELL,1.098901,9.10,10.00,0.0100,9.99,PAPER-1777683772342,PAPER,TRENDING,0.878,"All conditions met"
2026-05-02,07:13:34,Binance,BTCUSDT,,,78305.87,,,,BLOCKED,BLOCKED,RANGING,0.883,"Signal: HOLD | No signal"
2026-05-02,07:13:42,Binance,BTCUSDT,,,78305.87,,,,BLOCKED,BLOCKED,RANGING,0.883,"Signal: HOLD | No signal"
2026-05-02,07:13:44,Binance,DOGEUSDT,,,0.11,,,,BLOCKED,BLOCKED,RANGING,0.812,"Signal: HOLD | No signal"
2026-05-02,07:13:46,Binance,AVAXUSDT,,,9.10,,,,BLOCKED,BLOCKED,TRENDING,0.835,"Signal: HOLD | No signal"
2026-05-02,07:17:49,Binance,BTCUSDT,,,78308.25,,,,BLOCKED,BLOCKED,RANGING,0.874,"Signal: HOLD | No signal"
2026-05-02,07:17:50,Binance,DOGEUSDT,,,0.11,,,,BLOCKED,BLOCKED,RANGING,0.549,"Signal: HOLD | No signal"
2026-05-02,07:17:53,Binance,AVAXUSDT,SELL,1.098901,9.10,10.00,0.0100,9.99,PAPER-1777706273069,PAPER,TRENDING,0.766,"All conditions met"
2026-05-02,07:32:50,Binance,BTCUSDT,,,78292.95,,,,BLOCKED,BLOCKED,RANGING,0.813,"Signal: HOLD | No signal"
2026-05-02,07:32:52,Binance,DOGEUSDT,,,0.11,,,,BLOCKED,BLOCKED,RANGING,0.608,"Signal: HOLD | No signal"
2026-05-02,07:32:54,Binance,AVAXUSDT,SELL,1.098901,9.10,10.00,0.0100,9.99,PAPER-1777707174544,PAPER,RANGING,0.753,"All conditions met"
2026-05-02,08:01:54,Binance,BTCUSDT,,,78183.23,,,,BLOCKED,BLOCKED,RANGING,0.844,"Signal: HOLD | No signal"
2026-05-02,08:01:57,Binance,DOGEUSDT,,,0.11,,,,BLOCKED,BLOCKED,RANGING,0.434,"Signal: HOLD | No signal"
2026-05-02,08:02:00,Binance,AVAXUSDT,,,9.09,,,,BLOCKED,BLOCKED,RANGING,0.478,"Signal: HOLD | No signal"
2026-05-02,08:02:49,Binance,BTCUSDT,,,78205.73,,,,BLOCKED,BLOCKED,RANGING,0.883,"Signal: HOLD | No signal"
2026-05-02,08:02:52,Binance,DOGEUSDT,,,0.11,,,,BLOCKED,BLOCKED,RANGING,0.434,"Signal: HOLD | No signal"
2026-05-02,08:02:55,Binance,AVAXUSDT,,,9.10,,,,BLOCKED,BLOCKED,RANGING,0.567,"Signal: HOLD | No signal"
2026-05-02,08:17:50,Binance,BTCUSDT,,,78237.77,,,,BLOCKED,BLOCKED,RANGING,0.924,"Signal: HOLD | No signal"
2026-05-02,08:17:52,Binance,DOGEUSDT,,,0.11,,,,BLOCKED,BLOCKED,RANGING,0.4,"Signal: HOLD | No signal"
2026-05-02,08:17:55,Binance,AVAXUSDT,,,9.08,,,,BLOCKED,BLOCKED,RANGING,0.351,"Signal: HOLD | No signal"
2026-05-02,08:19:12,Binance,BTCUSDT,,,78259.34,,,,BLOCKED,BLOCKED,RANGING,0.944,"Signal: HOLD | No signal"
2026-05-02,08:19:14,Binance,ETHUSDT,,,2301.10,,,,BLOCKED,BLOCKED,RANGING,0.809,"Signal: HOLD | No signal"
2026-05-02,08:19:18,Binance,SOLUSDT,,,83.69,,,,BLOCKED,BLOCKED,RANGING,0.767,"Signal: HOLD | No signal"
2026-05-02,08:19:20,Binance,XRPUSDT,,,1.38,,,,BLOCKED,BLOCKED,RANGING,0.893,"Signal: HOLD | No signal"
2026-05-02,08:19:24,Binance,BNBUSDT,,,615.31,,,,BLOCKED,BLOCKED,RANGING,0.88,"Signal: HOLD | No signal"
2026-05-02,08:19:26,Binance,DOGEUSDT,,,0.11,,,,BLOCKED,BLOCKED,RANGING,0.421,"Signal: HOLD | No signal"
2026-05-02,08:19:29,Binance,AVAXUSDT,,,9.08,,,,BLOCKED,BLOCKED,RANGING,0.351,"Signal: HOLD | No signal"
2026-05-02,08:19:32,Binance,ADAUSDT,,,0.25,,,,BLOCKED,BLOCKED,RANGING,0.461,"Signal: HOLD | No signal"
2026-05-02,08:19:35,Binance,DOTUSDT,,,1.20,,,,BLOCKED,BLOCKED,TRENDING,,"Signal: HOLD | No signal"
2026-05-02,08:19:37,Binance,LINKUSDT,,,9.08,,,,BLOCKED,BLOCKED,TRENDING,,"Signal: HOLD | No signal"
2026-05-02,08:19:40,Binance,MATICUSDT,,,0.38,,,,BLOCKED,BLOCKED,TRENDING,,"Signal: HOLD | No signal"
2026-05-02,08:19:42,Binance,NEARUSDT,,,1.29,,,,BLOCKED,BLOCKED,RANGING,,"Signal: HOLD | No signal"
2026-05-02,08:19:45,Binance,APTUSDT,,,0.99,,,,BLOCKED,BLOCKED,RANGING,,"Signal: HOLD | No signal"
2026-05-02,08:19:48,Binance,SUIUSDT,,,0.92,,,,BLOCKED,BLOCKED,RANGING,,"Signal: HOLD | No signal"
2026-05-02,08:19:50,Binance,ARBUSDT,,,0.12,,,,BLOCKED,BLOCKED,RANGING,,"Signal: HOLD | No signal"
2026-05-02,08:19:53,Binance,OPUSDT,,,0.12,,,,BLOCKED,BLOCKED,RANGING,,"Signal: HOLD | No signal"
2026-05-02,08:19:56,Binance,TRUMPUSDT,,,2.27,,,,BLOCKED,BLOCKED,TRENDING,,"Signal: HOLD | No signal"
2026-05-02,08:19:58,Binance,PEPEUSDT,,,0.00,,,,BLOCKED,BLOCKED,TRENDING,,"Signal: HOLD | No signal"
2026-05-02,08:20:01,Binance,SHIBUSDT,,,0.00,,,,BLOCKED,BLOCKED,TRENDING,,"Signal: HOLD | No signal"
2026-05-02,08:20:04,Binance,LTCUSDT,,,55.35,,,,BLOCKED,BLOCKED,TRENDING,,"Signal: HOLD | No signal"
2026-05-02,08:40:26,Binance,BTCUSDT,,,78329.31,,,,BLOCKED,BLOCKED,RANGING,0.901,"Signal: HOLD | No signal"
2026-05-02,08:40:29,Binance,ETHUSDT,,,2304.09,,,,BLOCKED,BLOCKED,RANGING,0.913,"Signal: HOLD | No signal"
2026-05-02,08:40:31,Binance,SOLUSDT,,,83.80,,,,BLOCKED,BLOCKED,RANGING,0.862,"Signal: HOLD | No signal"
2026-05-02,08:40:34,Binance,XRPUSDT,,,1.38,,,,BLOCKED,BLOCKED,RANGING,0.921,"Signal: HOLD | No signal"
2026-05-02,08:40:37,Binance,BNBUSDT,,,615.90,,,,BLOCKED,BLOCKED,RANGING,0.854,"Signal: HOLD | No signal"
2026-05-02,08:40:40,Binance,DOGEUSDT,,,0.11,,,,BLOCKED,BLOCKED,RANGING,0.684,"Signal: HOLD | No signal"
2026-05-02,08:40:43,Binance,AVAXUSDT,,,9.09,,,,BLOCKED,BLOCKED,RANGING,0.413,"Signal: HOLD | No signal"
2026-05-02,08:40:46,Binance,ADAUSDT,,,0.25,,,,BLOCKED,BLOCKED,RANGING,0.708,"Signal: HOLD | No signal"
2026-05-02,08:40:49,Binance,DOTUSDT,,,1.20,,,,BLOCKED,BLOCKED,RANGING,0.546,"Signal: HOLD | No signal"
2026-05-02,08:40:52,Binance,LINKUSDT,,,9.09,,,,BLOCKED,BLOCKED,TRENDING,0.607,"Signal: HOLD | No signal"
2026-05-02,08:40:54,Binance,MATICUSDT,,,0.38,,,,BLOCKED,BLOCKED,TRENDING,0.614,"Signal: HOLD | No signal"
2026-05-02,08:40:57,Binance,NEARUSDT,,,1.29,,,,BLOCKED,BLOCKED,RANGING,0.522,"Signal: HOLD | No signal"
2026-05-02,08:41:00,Binance,APTUSDT,,,0.99,,,,BLOCKED,BLOCKED,RANGING,0.594,"Signal: HOLD | No signal"
2026-05-02,08:41:03,Binance,SUIUSDT,,,0.92,,,,BLOCKED,BLOCKED,RANGING,0.589,"Signal: HOLD | No signal"
2026-05-02,08:41:06,Binance,ARBUSDT,,,0.12,,,,BLOCKED,BLOCKED,RANGING,0.454,"Signal: HOLD | No signal"
2026-05-02,08:41:09,Binance,OPUSDT,,,0.12,,,,BLOCKED,BLOCKED,RANGING,0.438,"Signal: HOLD | No signal"
2026-05-02,08:41:12,Binance,TRUMPUSDT,,,2.27,,,,BLOCKED,BLOCKED,TRENDING,0.56,"Signal: HOLD | No signal"
2026-05-02,08:41:14,Binance,PEPEUSDT,,,0.00,,,,BLOCKED,BLOCKED,TRENDING,0.514,"Signal: HOLD | No signal"
2026-05-02,08:41:17,Binance,SHIBUSDT,,,0.00,,,,BLOCKED,BLOCKED,TRENDING,0.694,"Signal: HOLD | No signal"
2026-05-02,08:41:20,Binance,LTCUSDT,,,55.43,,,,BLOCKED,BLOCKED,RANGING,0.798,"Signal: HOLD | No signal"
2026-05-02,08:51:57,Binance,BTCUSDT,,,78347.80,,,,BLOCKED,BLOCKED,RANGING,0.907,"Signal: HOLD | No signal"
2026-05-02,08:51:59,Binance,ETHUSDT,,,2304.40,,,,BLOCKED,BLOCKED,RANGING,0.879,"Signal: HOLD | No signal"
2026-05-02,08:52:02,Binance,SOLUSDT,SELL,0.119218,83.88,10.00,0.0100,9.99,PAPER-1777711922457,PAPER,RANGING,0.758,"All conditions met"
2026-05-02,08:52:04,Binance,XRPUSDT,,,1.38,,,,BLOCKED,BLOCKED,RANGING,0.893,"Signal: HOLD | No signal"
2026-05-02,08:52:08,Binance,BNBUSDT,,,616.16,,,,BLOCKED,BLOCKED,RANGING,0.905,"Signal: HOLD | No signal"
2026-05-02,08:52:12,Binance,DOGEUSDT,,,0.11,,,,BLOCKED,BLOCKED,RANGING,0.554,"Signal: HOLD | No signal"
2026-05-02,08:52:14,Binance,AVAXUSDT,,,9.10,,,,BLOCKED,BLOCKED,RANGING,0.553,"Signal: HOLD | No signal"
2026-05-02,08:52:17,Binance,ADAUSDT,SELL,40.000000,0.25,10.00,0.0100,9.99,PAPER-1777711937184,PAPER,RANGING,0.706,"All conditions met"
2026-05-02,08:52:19,Binance,DOTUSDT,,,1.21,,,,BLOCKED,BLOCKED,RANGING,0.491,"Signal: HOLD | No signal"
2026-05-02,08:52:22,Binance,LINKUSDT,,,9.08,,,,BLOCKED,BLOCKED,TRENDING,0.61,"Signal: HOLD | No signal"
2026-05-02,08:52:24,Binance,MATICUSDT,,,0.38,,,,BLOCKED,BLOCKED,TRENDING,0.443,"Signal: HOLD | No signal"
2026-05-02,08:52:27,Binance,NEARUSDT,,,1.29,,,,BLOCKED,BLOCKED,RANGING,0.406,"Signal: HOLD | No signal"
2026-05-02,08:52:30,Binance,APTUSDT,,,0.99,,,,BLOCKED,BLOCKED,RANGING,0.6,"Signal: HOLD | No signal"
2026-05-02,08:52:33,Binance,SUIUSDT,,,0.92,,,,BLOCKED,BLOCKED,RANGING,0.633,"Signal: HOLD | No signal"
2026-05-02,08:52:36,Binance,ARBUSDT,,,0.12,,,,BLOCKED,BLOCKED,RANGING,0.444,"Signal: HOLD | No signal"
2026-05-02,08:52:38,Binance,OPUSDT,,,0.12,,,,BLOCKED,BLOCKED,RANGING,0.412,"Signal: HOLD | No signal"
2026-05-02,08:52:41,Binance,TRUMPUSDT,,,2.27,,,,BLOCKED,BLOCKED,TRENDING,0.57,"Signal: HOLD | No signal"
2026-05-02,08:52:44,Binance,PEPEUSDT,,,0.00,,,,BLOCKED,BLOCKED,TRENDING,0.486,"Signal: HOLD | No signal"
2026-05-02,08:52:46,Binance,SHIBUSDT,,,0.00,,,,BLOCKED,BLOCKED,TRENDING,0.483,"Signal: HOLD | No signal"
2026-05-02,08:52:49,Binance,LTCUSDT,,,55.40,,,,BLOCKED,BLOCKED,RANGING,0.564,"Signal: HOLD | No signal"
2026-05-02,09:02:49,Binance,BTCUSDT,,,78303.94,,,,BLOCKED,BLOCKED,RANGING,0.923,"Signal: HOLD | No signal"
2026-05-02,09:02:52,Binance,ETHUSDT,,,2303.75,,,,BLOCKED,BLOCKED,RANGING,0.849,"Signal: HOLD | No signal"
2026-05-02,09:02:55,Binance,SOLUSDT,,,83.85,,,,BLOCKED,BLOCKED,RANGING,0.707,"Signal: HOLD | No signal"
2026-05-02,09:02:58,Binance,XRPUSDT,,,1.38,,,,BLOCKED,BLOCKED,RANGING,0.906,"Signal: HOLD | No signal"
2026-05-02,09:03:01,Binance,BNBUSDT,,,615.88,,,,BLOCKED,BLOCKED,RANGING,0.866,"Signal: HOLD | No signal"
2026-05-02,09:03:04,Binance,DOGEUSDT,,,0.11,,,,BLOCKED,BLOCKED,RANGING,0.506,"Signal: HOLD | No signal"
2026-05-02,09:03:06,Binance,AVAXUSDT,,,9.11,,,,BLOCKED,BLOCKED,RANGING,0.454,"Signal: HOLD | No signal"
2026-05-02,09:03:09,Binance,ADAUSDT,SELL,40.000000,0.25,10.00,0.0100,9.99,PAPER-1777712589617,PAPER,RANGING,0.625,"All conditions met"
2026-05-02,09:03:12,Binance,DOTUSDT,,,1.21,,,,BLOCKED,BLOCKED,TRENDING,0.449,"Signal: HOLD | No signal"
2026-05-02,09:03:14,Binance,LINKUSDT,,,9.08,,,,BLOCKED,BLOCKED,TRENDING,0.663,"Signal: HOLD | No signal"
2026-05-02,09:03:17,Binance,MATICUSDT,,,0.38,,,,BLOCKED,BLOCKED,TRENDING,0.443,"Signal: HOLD | No signal"
2026-05-02,09:03:19,Binance,NEARUSDT,SELL,7.751938,1.29,10.00,0.0100,9.99,,PAPER,RANGING,0.431,"All conditions met"
2026-05-02,09:03:21,Binance,APTUSDT,SELL,10.000000,1.00,10.00,0.0100,9.99,,PAPER,RANGING,0.46,"All conditions met"
2026-05-02,09:03:25,Binance,SUIUSDT,,,0.92,,,,BLOCKED,BLOCKED,RANGING,0.624,"Signal: HOLD | No signal"
2026-05-02,09:03:27,Binance,ARBUSDT,,,0.12,,,,BLOCKED,BLOCKED,TRENDING,0.42,"Signal: HOLD | No signal"
2026-05-02,09:03:31,Binance,OPUSDT,,,0.12,,,,BLOCKED,BLOCKED,TRENDING,0.461,"Signal: HOLD | No signal"
2026-05-02,09:03:34,Binance,TRUMPUSDT,,,2.27,,,,BLOCKED,BLOCKED,TRENDING,0.51,"Signal: HOLD | No signal"
2026-05-02,09:03:36,Binance,PEPEUSDT,,,0.00,,,,BLOCKED,BLOCKED,RANGING,0.403,"Signal: HOLD | No signal"
2026-05-02,09:03:39,Binance,SHIBUSDT,,,0.00,,,,BLOCKED,BLOCKED,TRENDING,0.601,"Signal: HOLD | No signal"
2026-05-02,09:03:42,Binance,LTCUSDT,,,55.43,,,,BLOCKED,BLOCKED,RANGING,0.598,"Signal: HOLD | No signal"
2026-05-02,11:43:51,Binance,BTCUSDT,,,78129.57,,,,BLOCKED,BLOCKED,TRENDING,0.784,"Signal: HOLD | No signal"
2026-05-02,11:43:54,Binance,ETHUSDT,,,2301.68,,,,BLOCKED,BLOCKED,RANGING,0.797,"Signal: HOLD | No signal"
2026-05-02,11:43:56,Binance,SOLUSDT,,,83.66,,,,BLOCKED,BLOCKED,TRENDING,0.444,"Signal: HOLD | No signal"
2026-05-02,11:43:59,Binance,XRPUSDT,,,1.39,,,,BLOCKED,BLOCKED,RANGING,0.736,"Signal: HOLD | No signal"
2026-05-02,11:44:02,Binance,BNBUSDT,,,615.07,,,,BLOCKED,BLOCKED,TRENDING,0.882,"Signal: HOLD | No signal"
2026-05-02,11:44:04,Binance,DOGEUSDT,BUY,9.090909,0.11,1.00,0.0010,1.00,,LIVE,RANGING,0.549,"Error: Binance order failed: Invalid API-key, IP, or permissions for action."
2026-05-02,11:44:08,Binance,AVAXUSDT,,,9.08,,,,BLOCKED,BLOCKED,TRENDING,0.438,"Signal: HOLD | No signal"
2026-05-02,11:44:12,Binance,ADAUSDT,,,0.25,,,,BLOCKED,BLOCKED,TRENDING,0.562,"Signal: HOLD | No signal"
2026-05-02,11:44:15,Binance,DOTUSDT,,,1.20,,,,BLOCKED,BLOCKED,TRENDING,0.345,"Signal: HOLD | No signal"
2026-05-02,11:44:18,Binance,LINKUSDT,,,9.07,,,,BLOCKED,BLOCKED,RANGING,0.745,"Signal: HOLD | No signal"
2026-05-02,11:44:20,Binance,MATICUSDT,,,0.38,,,,BLOCKED,BLOCKED,TRENDING,0.443,"Signal: HOLD | No signal"
2026-05-02,11:44:23,Binance,NEARUSDT,BUY,0.781250,1.28,1.00,0.0010,1.00,,LIVE,RANGING,0.557,"Error: Binance order failed: Invalid API-key, IP, or permissions for action."
2026-05-02,11:44:26,Binance,APTUSDT,,,0.99,,,,BLOCKED,BLOCKED,TRENDING,0.394,"Signal: HOLD | No signal"
2026-05-02,11:44:29,Binance,SUIUSDT,,,0.92,,,,BLOCKED,BLOCKED,RANGING,0.59,"Signal: HOLD | No signal"
2026-05-02,11:44:32,Binance,ARBUSDT,,,0.12,,,,BLOCKED,BLOCKED,TRENDING,0.548,"Signal: HOLD | No signal"
2026-05-02,11:44:35,Binance,OPUSDT,,,0.12,,,,BLOCKED,BLOCKED,TRENDING,0.393,"Signal: HOLD | No signal"
2026-05-02,11:44:37,Binance,TRUMPUSDT,,,2.27,,,,BLOCKED,BLOCKED,RANGING,0.528,"Signal: HOLD | No signal"
2026-05-02,11:44:40,Binance,PEPEUSDT,,,0.00,,,,BLOCKED,BLOCKED,TRENDING,0.626,"Signal: HOLD | No signal"
2026-05-02,11:44:43,Binance,SHIBUSDT,,,0.00,,,,BLOCKED,BLOCKED,TRENDING,0.46,"Signal: HOLD | No signal"
2026-05-02,11:44:46,Binance,LTCUSDT,,,55.19,,,,BLOCKED,BLOCKED,TRENDING,0.846,"Signal: HOLD | No signal"
2026-05-02,11:47:48,Binance,BTCUSDT,,,78121.95,,,,BLOCKED,BLOCKED,TRENDING,0.796,"Signal: HOLD | No signal"
2026-05-02,11:47:51,Binance,ETHUSDT,,,2301.44,,,,BLOCKED,BLOCKED,RANGING,0.803,"Signal: HOLD | No signal"
2026-05-02,11:47:54,Binance,SOLUSDT,,,83.65,,,,BLOCKED,BLOCKED,TRENDING,0.479,"Signal: HOLD | No signal"
2026-05-02,11:47:57,Binance,XRPUSDT,,,1.39,,,,BLOCKED,BLOCKED,RANGING,0.822,"Signal: HOLD | No signal"
2026-05-02,11:47:59,Binance,BNBUSDT,,,615.07,,,,BLOCKED,BLOCKED,TRENDING,0.866,"Signal: HOLD | No signal"
2026-05-02,11:48:02,Binance,DOGEUSDT,BUY,9.090909,0.11,1.00,0.0010,1.00,,LIVE,RANGING,0.514,"Error: Binance order failed: Invalid API-key, IP, or permissions for action."
2026-05-02,11:48:05,Binance,AVAXUSDT,,,9.09,,,,BLOCKED,BLOCKED,TRENDING,0.489,"Signal: HOLD | No signal"
2026-05-02,11:48:08,Binance,ADAUSDT,,,0.25,,,,BLOCKED,BLOCKED,TRENDING,0.769,"Signal: HOLD | No signal"
2026-05-02,11:48:11,Binance,DOTUSDT,,,1.20,,,,BLOCKED,BLOCKED,TRENDING,0.388,"Signal: HOLD | No signal"
2026-05-02,11:48:13,Binance,LINKUSDT,,,9.07,,,,BLOCKED,BLOCKED,RANGING,0.614,"Signal: HOLD | No signal"
2026-05-02,11:48:16,Binance,MATICUSDT,,,0.38,,,,BLOCKED,BLOCKED,TRENDING,0.443,"Signal: HOLD | No signal"
2026-05-02,11:48:19,Binance,NEARUSDT,,,1.28,,,,BLOCKED,BLOCKED,TRENDING,0.429,"Signal: HOLD | No signal"
2026-05-02,11:48:22,Binance,APTUSDT,,,0.99,,,,BLOCKED,BLOCKED,TRENDING,0.373,"Signal: HOLD | No signal"
2026-05-02,11:48:25,Binance,SUIUSDT,,,0.92,,,,BLOCKED,BLOCKED,TRENDING,0.586,"Signal: HOLD | No signal"
2026-05-02,11:48:28,Binance,ARBUSDT,,,0.12,,,,BLOCKED,BLOCKED,TRENDING,0.48,"Signal: HOLD | No signal"
2026-05-02,11:48:32,Binance,OPUSDT,,,0.12,,,,BLOCKED,BLOCKED,TRENDING,0.405,"Signal: HOLD | No signal"
2026-05-02,11:48:35,Binance,TRUMPUSDT,,,2.27,,,,BLOCKED,BLOCKED,RANGING,0.449,"Signal: HOLD | No signal"
2026-05-02,11:48:37,Binance,PEPEUSDT,,,0.00,,,,BLOCKED,BLOCKED,TRENDING,0.522,"Signal: HOLD | No signal"
2026-05-02,11:48:39,Binance,SHIBUSDT,,,0.00,,,,BLOCKED,BLOCKED,TRENDING,0.451,"Signal: HOLD | No signal"
2026-05-02,11:48:42,Binance,LTCUSDT,,,55.16,,,,BLOCKED,BLOCKED,TRENDING,0.895,"Signal: HOLD | No signal"
2026-05-02,11:51:31,Binance,BTCUSDT,,,78099.44,,,,BLOCKED,BLOCKED,TRENDING,0.811,"Signal: HOLD | No signal"
2026-05-02,11:51:34,Binance,ETHUSDT,BUY,0.000435,2300.26,1.00,0.0010,1.00,,LIVE,RANGING,0.768,"Error: Binance order failed: Filter failure: NOTIONAL"
2026-05-02,11:51:38,Binance,SOLUSDT,,,83.63,,,,BLOCKED,BLOCKED,TRENDING,0.386,"Signal: HOLD | No signal"
2026-05-02,11:51:42,Binance,XRPUSDT,,,1.39,,,,BLOCKED,BLOCKED,RANGING,0.862,"Signal: HOLD | No signal"
2026-05-02,11:51:44,Binance,BNBUSDT,,,615.17,,,,BLOCKED,BLOCKED,TRENDING,0.846,"Signal: HOLD | No signal"
2026-05-02,11:51:48,Binance,DOGEUSDT,BUY,9.090909,0.11,1.00,0.0010,1.00,,LIVE,RANGING,0.53,"Error: Binance order failed: This symbol is not permitted for this account."
2026-05-02,11:51:51,Binance,AVAXUSDT,,,9.08,,,,BLOCKED,BLOCKED,TRENDING,0.526,"Signal: HOLD | No signal"
2026-05-02,11:51:54,Binance,ADAUSDT,,,0.25,,,,BLOCKED,BLOCKED,TRENDING,0.76,"Signal: HOLD | No signal"
2026-05-02,11:51:57,Binance,DOTUSDT,,,1.20,,,,BLOCKED,BLOCKED,TRENDING,0.358,"Signal: HOLD | No signal"
2026-05-02,11:52:00,Binance,LINKUSDT,,,9.08,,,,BLOCKED,BLOCKED,RANGING,0.564,"Signal: HOLD | No signal"
2026-05-02,11:52:03,Binance,MATICUSDT,,,0.38,,,,BLOCKED,BLOCKED,TRENDING,0.443,"Signal: HOLD | No signal"
2026-05-02,11:52:06,Binance,NEARUSDT,,,1.28,,,,BLOCKED,BLOCKED,TRENDING,0.478,"Signal: HOLD | No signal"
2026-05-02,11:52:09,Binance,APTUSDT,,,0.99,,,,BLOCKED,BLOCKED,TRENDING,0.397,"Signal: HOLD | No signal"
2026-05-02,11:52:12,Binance,SUIUSDT,,,0.92,,,,BLOCKED,BLOCKED,TRENDING,0.604,"Signal: HOLD | No signal"
2026-05-02,11:52:16,Binance,ARBUSDT,,,0.12,,,,BLOCKED,BLOCKED,TRENDING,0.428,"Signal: HOLD | No signal"
2026-05-02,11:52:18,Binance,OPUSDT,,,0.12,,,,BLOCKED,BLOCKED,TRENDING,0.504,"Signal: HOLD | No signal"
2026-05-02,11:52:21,Binance,TRUMPUSDT,,,2.27,,,,BLOCKED,BLOCKED,RANGING,0.502,"Signal: HOLD | No signal"
2026-05-02,11:52:24,Binance,PEPEUSDT,,,0.00,,,,BLOCKED,BLOCKED,TRENDING,0.558,"Signal: HOLD | No signal"
2026-05-02,11:52:28,Binance,SHIBUSDT,,,0.00,,,,BLOCKED,BLOCKED,TRENDING,0.503,"Signal: HOLD | No signal"
2026-05-02,11:52:31,Binance,LTCUSDT,,,55.19,,,,BLOCKED,BLOCKED,TRENDING,0.889,"Signal: HOLD | No signal"
